SAMPLE ID,,IGSN,SOURCE,DOI,TITLE,JOURNAL,MIN AGE,AGE,MAX AGE,MATERIAL,TYPE,COMPOSITION,ROCK NAME,LATITUDE,LONGITUDE,LOCPREC,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FeOT,MGO,CAO,NA2O,K2O,K_wt_percent,P2O5,MNO,LOI,H2O_PLUS,H2O_MINUS,H2O,Total,Mg_number,CR2O3,CR,LA,NIO,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,LI,BE,B,C,CO2,F,CL,SC,TI,V,CO,NI,ZN,CU,ZR,GA,BA,W,AU,HG,TA,SB,SE,SN,S,U,RE,I,P,Y,MO,PD,TE,PT,HF,IR,PB,IN,AG,TH,TL,AS,RB,CS,SR,BI,NB,OS,CD,N,RU,BR,GE
Sab3052,,,,,"Mineralogical and geochemical study of a newly discovered mafic granulite, northwest China: Implications for tectonic evolution of the Altay Orogenic Belt. ",ISLAND ARC,,Archean?,,Metamorphic,Unknown,Unknown,Granulite,46.90,89.75,,50.69,1.68,17.04,,,11.57,11.57,6.86,8.04,2.99,0.71,0.59,0.15,0.18,,,,,99.76,51.39,,,12.10,,27.20,3.40,14.40,3.40,1.30,3.70,0.60,3.50,0.70,2.10,,2.00,0.30,,,,,,,,,,,,,,,109.90,,,,,,,,,,,,,,,20.40,,,,,,,,,,2.10,,,19.40,,502.40,,5.50,,,,,,
Sab3023,,,,,"Mineralogical and geochemical study of a newly discovered mafic granulite, northwest China: Implications for tectonic evolution of the Altay Orogenic Belt. ",ISLAND ARC,,Archean?,,Metamorphic,Unknown,Unknown,Granulite,46.90,89.75,,53.18,0.90,18.32,,,6.86,6.86,6.41,8.36,3.80,0.76,0.63,0.16,0.16,0.88,,,,98.75,62.49,,,12.40,,27.80,3.40,14.60,3.80,1.30,3.10,0.60,3.50,0.70,1.90,,1.90,0.30,,,,,,,,,,,,,,,128.00,,,,,,0.40,,,,,,,,,17.00,,,,,2.70,,,,,1.70,,,16.40,,478.00,,5.00,,,,,,
164B,,,,,"Mineralogical and geochemical study of a newly discovered mafic granulite, northwest China: Implications for tectonic evolution of the Altay Orogenic Belt",ISLAND ARC,,Archean?,,Metamorphic,Unknown,Unknown,Granulite,45.00,89.50,,53.18,0.90,18.32,,,6.86,6.86,6.41,8.36,3.80,0.76,0.63,0.16,0.16,,,,,98.75,62.49,,,12.40,,27.80,3.40,14.60,3.80,1.30,3.10,0.60,3.50,0.70,1.90,,1.90,0.30,,,,,,,,,,,,,,,128.00,,,,,,0.40,,,,,,,,,17.00,,,,,2.70,,,,,1.70,,,16.40,,478.00,,5.00,,,,,,
Sab3037,,,,,"Mineralogical and geochemical study of a newly discovered mafic granulite, northwest China: Implications for tectonic evolution of the Altay Orogenic Belt. ",ISLAND ARC,,Archean?,,Metamorphic,Unknown,Unknown,Granulite,46.90,89.75,,53.57,0.76,17.98,,,6.79,6.79,6.63,8.32,3.39,0.68,0.56,0.17,0.17,1.00,,,,98.29,63.52,,,13.20,,29.30,3.60,15.30,4.00,1.40,3.50,0.60,3.50,0.70,2.00,,2.10,0.40,,,,,,,,,,,,,,,124.00,,,,,,0.40,,,,,,,,,17.00,,,,,2.80,,,,,1.90,,,17.00,,502.00,,4.20,,,,,,
261B,,,,,"Mineralogical and geochemical study of a newly discovered mafic granulite, northwest China: Implications for tectonic evolution of the Altay Orogenic Belt",ISLAND ARC,,Archean?,,Metamorphic,Unknown,Unknown,Granulite,45.00,89.50,,53.57,0.76,17.98,,,6.79,6.79,6.63,8.32,3.39,0.68,0.56,0.17,0.17,,,,,98.29,63.52,,,13.20,,29.30,3.60,15.30,4.00,1.40,3.50,0.60,3.50,0.70,2.00,,2.10,0.40,,,,,,,,,,,,,,,124.00,,,,,,0.40,,,,,,,,,17.00,,,,,2.80,,,,,1.90,,,17.00,,502.00,,4.20,,,,,,
K5/64,,,GEOROC,10.1029/91JB00598,"THE FLAT TOPS VOLCANIC FIELD, 1, LOWER MIOCENE OPEN-SYSTEM, MULTISOURCE MAGMATISM AT FLANDER, TRAPPERS LAKE",J. GEOPHYS. RES.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,41.00,-108.50,0.01,59.06,0.40,22.59,,1.68,,1.51,0.90,9.11,4.46,0.81,0.67,0.57,0.03,,,,,98.87,51.49,,7.00,3.00,,5.00,,2.40,0.53,0.35,,0.11,,,,,0.30,0.04,,,,,,,,2.10,,29.00,,5.00,,,84.00,,6876.00,,,,0.03,,,,,4.50,,,,3.00,,,,,3.20,,,,,0.30,,,6.00,,823.00,,0.00,,,,,,
5211,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,74.78,0.38,11.84,3.95,,,3.55,0.16,0.90,2.49,5.47,4.54,0.04,0.04,,,,,99.61,7.43,,18.00,,,,,29.84,5.58,,,,,,,,,,,,,,,,,,,,2.00,3.00,,,531.00,17.00,1146.00,,,,,,,,,0.88,,,,25.00,,,,,,,32.81,,,,,,134.00,,83.00,,15.00,,,,,,
JN0724,,,,,"LARGE-ION LITHOPHILE ELEMENT CHARACTERISTICS OF AN AMPHIBOLITE FACIES TO GRANULITE FACIES TRANSITION AT GRUINARD BAY, NORTHWEST SCOTLAND",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,57.85,-5.48,,71.76,0.23,15.18,2.36,,,2.12,0.28,2.42,4.09,3.21,2.66,0.03,0.02,0.94,0.05,,,99.31,19.03,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,58.00,,6.00,,,137.00,,2387.00,,,,,,,,,0.14,,,,2.00,,,,,,,,,,14.00,,,55.00,,473.00,,2.00,,,,,,
5119,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,55.69,0.09,23.77,3.90,,,3.51,2.00,8.58,4.53,1.06,0.88,0.20,0.06,,,,,99.29,50.40,,54.00,40.21,,70.26,,24.35,2.96,3.28,,,0.67,,0.24,,0.18,0.03,,,,,,,,,,28.00,13.00,30.00,,,91.00,29.00,392.00,,,,,,,,,,,,,2.00,,,,,,,,,,,,,8.00,,569.00,,3.00,,,,,,
5120,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,51.93,0.87,14.86,11.32,,,10.19,7.67,10.43,2.53,0.56,0.46,0.12,0.17,,,,,99.21,57.31,,209.00,,,,,18.13,4.80,,,,,,,,,,,,,,,,,,,231.00,44.00,70.00,,,66.00,16.00,82.00,,,,,,,,,,,,,25.00,,,,,,,,,,,,,3.00,,138.00,,9.00,,,,,,
DMP-508a,,,,,"LARGE-ION LITHOPHILE ELEMENT CHARACTERISTICS OF AN AMPHIBOLITE FACIES TO GRANULITE FACIES TRANSITION AT GRUINARD BAY, NORTHWEST SCOTLAND",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,57.85,-5.48,,71.07,0.40,15.55,2.28,,,2.05,0.58,3.82,4.27,1.37,1.14,0.06,0.02,0.91,0.04,,,99.13,33.51,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,3.00,,,201.00,,534.00,,,,,,,,,0.13,,,,2.00,,,,,,,,,,2.50,,,35.00,,534.00,,3.00,,,,,,
5134,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,73.89,0.21,13.46,1.93,,,1.74,0.27,1.31,3.03,5.09,4.23,0.05,0.02,,,,,99.02,21.70,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,6.00,2.00,6.00,,,192.00,14.00,979.00,,,,,,,,,,,,,34.00,,,,,,,,,,,,,145.00,,106.00,,12.00,,,,,,
5276,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,78.12,0.06,11.89,0.66,,,0.59,0.11,1.08,2.95,4.19,3.48,0.01,0.01,,,,,99.00,24.83,,25.40,31.26,,39.86,3.37,9.02,0.94,1.12,0.89,0.08,0.44,0.08,0.26,,0.37,0.07,,,,,,,,,,2.18,2.15,5.00,5.28,4.43,188.00,13.55,560.00,,,,0.04,,,,,0.61,,,,2.79,,,,,8.87,,22.70,,,1.32,,,102.50,0.25,123.00,,2.20,,,,,,
JN0702,,,,,"LARGE-ION LITHOPHILE ELEMENT CHARACTERISTICS OF AN AMPHIBOLITE FACIES TO GRANULITE FACIES TRANSITION AT GRUINARD BAY, NORTHWEST SCOTLAND",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,57.85,-5.48,,71.93,0.43,14.23,3.00,,,2.70,1.12,3.12,4.28,1.14,0.95,0.01,0.02,0.70,0.04,,,98.97,42.52,,40.00,,,,,,,,,,,,,,,,,,,,,,,,,50.00,,31.00,,,22.00,,752.00,,,,,,,,,0.02,,,,2.00,,,,,,,,,,0.10,,,29.00,,469.00,,2.00,,,,,,
5118,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,77.00,0.04,12.80,0.24,,,0.22,0.06,1.44,2.01,5.35,4.44,0.02,0.00,,,,,98.92,33.13,,13.00,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,14.00,,,125.00,11.00,3066.00,,,,,,,,,,,,,,,,,,,,,,,,,,124.00,,329.00,,3.00,,,,,,
5385,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,71.38,0.55,12.46,5.10,,,4.59,0.32,1.67,2.84,5.02,4.17,0.11,0.07,,,,,98.90,11.06,,18.00,36.60,,82.48,,43.55,9.08,2.54,8.68,,8.44,,4.69,,,0.60,,,,,,,,,,1.00,6.00,3.00,,,544.00,19.00,1513.00,,,,,,,,,0.53,,,,49.00,,,,,,,11.12,,,,,,111.00,,133.00,,17.00,,,,,,
JN0815,,,,,"LARGE-ION LITHOPHILE ELEMENT CHARACTERISTICS OF AN AMPHIBOLITE FACIES TO GRANULITE FACIES TRANSITION AT GRUINARD BAY, NORTHWEST SCOTLAND",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,57.85,-5.48,,62.14,1.13,16.22,6.13,,,5.52,2.46,5.32,4.88,1.14,0.95,0.11,0.09,0.70,0.05,,,98.90,44.29,,73.00,,,,,,,,,,,,,,,,,,,,,,,,,125.00,,35.00,,,108.00,,548.00,,,,,,,,,0.13,,,,8.00,,,,,,,,,,0.60,,,22.00,,560.00,,8.00,,,,,,
5128,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,64.92,0.65,15.81,5.45,,,4.90,2.15,4.88,4.13,1.33,1.10,0.20,0.12,,,,,98.89,43.87,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,84.00,18.00,27.00,,,147.00,17.00,977.00,,,,,,,,,,,,,18.00,,,,,,,,,,,,,19.00,,335.00,,11.00,,,,,,
5295,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,74.17,0.22,13.17,1.81,,,1.63,0.30,1.27,3.35,4.68,3.89,0.06,0.02,,,,,98.81,24.72,,29.00,,,,,,,,,,,,,,,,,,,,,,,,,11.00,1.00,6.00,,,146.00,17.00,455.00,,,,,,,,,,,,,17.00,,,,,,,,,,,,,137.00,,107.00,,10.00,,,,,,
5300,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,71.74,0.27,14.93,2.22,,,2.00,0.50,2.51,4.79,2.04,1.69,0.07,0.03,,,,,98.81,30.86,,24.00,33.44,,49.19,4.29,13.66,2.59,0.80,,0.29,1.48,0.33,0.73,,0.68,0.10,,,,,,,,,,11.00,4.00,8.00,55.00,3.00,165.00,20.00,405.00,,,,0.30,,,,,0.40,,,,8.00,,,,,5.37,,16.30,,,11.20,,,42.00,0.01,243.00,,9.00,,,,,,
5141,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,74.98,0.18,12.92,1.61,,,1.45,0.29,1.17,2.53,5.26,4.37,0.03,0.02,,,,,98.80,26.30,,21.00,,,,,,,,,,,,,,,,,,,,,,,,,5.00,4.00,12.00,,,144.00,12.00,667.00,,,,,,,,,,,,,23.00,,,,,,,,,,,,,133.00,,81.00,,7.00,,,,,,
5341,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,73.03,0.24,13.80,1.97,,,1.77,0.39,1.87,3.09,4.56,3.79,0.06,0.03,,,,,98.78,28.17,,15.00,53.72,,92.40,9.17,30.32,4.38,0.88,,0.41,1.95,0.35,0.82,,0.66,0.11,,,,,,,,3.10,,16.00,3.00,5.00,34.00,2.00,174.00,16.00,1118.00,,,,0.16,,,,,0.30,,,,8.00,,,,,4.99,,21.10,,,24.30,,,107.00,0.06,154.00,,6.00,,,,,,
5346,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,67.12,0.48,15.90,4.30,,,3.87,1.50,4.73,4.05,1.05,0.87,0.12,0.08,,,,,98.78,40.87,,23.00,,,,,14.28,2.06,,,,,,,,,,,,,,,,,,,56.00,14.00,14.00,,,134.00,17.00,975.00,,,,,,,,,,,,,7.00,,,,,,,,,,,,,6.00,,454.00,,8.00,,,,,,
5125,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,49.65,1.09,14.92,12.80,,,11.52,8.25,10.64,2.19,0.34,0.28,0.11,0.18,,,,,98.78,56.08,,270.00,,,,,12.97,3.11,,,,,,,,,,,,,,,,,,,261.00,51.00,124.00,,,61.00,,316.00,,,,,,,,,,,,,24.00,,,,,,,,,,,,,4.00,,146.00,,7.00,,,,,,
5207,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,73.36,0.37,11.95,3.86,,,3.47,0.17,1.20,2.45,5.71,4.74,0.05,0.06,,,,,98.74,8.03,,14.27,69.02,,127.90,14.12,53.83,10.22,2.34,8.97,1.41,8.33,1.84,4.78,,4.47,0.69,,,,,,,,4.30,,2.44,2.00,4.00,81.10,2.08,566.00,18.15,1331.67,,,,0.42,,,,,0.64,,,,44.00,,,,,16.13,,21.98,,,6.59,,,119.50,0.08,112.00,,13.00,,,,,,
5272,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,72.41,0.42,11.97,4.52,,,4.07,0.20,1.38,2.77,5.44,4.52,0.07,0.07,,,,,98.73,8.06,,10.85,68.88,,138.00,15.99,62.92,12.87,2.49,11.65,1.93,11.85,2.59,6.64,,5.95,0.85,,,,,,,,,,2.96,3.00,4.00,105.00,2.03,581.00,19.65,1432.00,,,,0.90,,,,,1.50,,,,66.00,,,,,16.60,,23.20,,,5.27,,,119.00,0.08,84.00,,19.10,,,,,,
5298,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,73.60,0.22,13.94,1.14,,,1.03,0.28,1.21,3.61,4.80,3.98,0.05,0.02,,,,,98.71,32.74,,16.60,46.95,,81.47,8.47,28.49,4.87,0.85,3.81,0.55,3.32,0.68,1.75,,1.84,0.28,,,,,,,,,,6.21,2.00,4.00,28.70,1.67,155.00,18.45,852.50,,,,0.45,,,,,0.62,,,,17.70,,,,,4.55,,21.60,,,12.60,,,142.00,0.14,172.00,,10.02,,,,,,
5388,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,71.35,0.49,12.44,4.95,,,4.45,0.25,1.47,2.73,5.44,4.52,0.09,0.07,,,,,98.69,9.10,,15.00,,,,,53.84,10.68,,,,,,,,,,,,,,,,,,,,7.00,5.00,,,617.00,19.00,1648.00,,,,,,,,,,,,,58.00,,,,,,,,,,,,,114.00,,123.00,,19.00,,,,,,
5124,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,62.14,0.66,17.22,5.75,,,5.17,2.29,5.94,4.17,0.99,0.82,0.17,0.10,,,,,98.68,44.11,,33.00,,,,,17.64,3.21,,,,,,,,,,,,,,,,,,,80.00,22.00,22.00,,,160.00,,554.00,,,,,,,,,,,,,13.00,,,,,,,,,,,,,5.00,,408.00,,9.00,,,,,,
5330,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,71.04,0.20,15.07,2.13,,,1.92,0.45,2.81,3.57,3.59,2.98,0.04,0.03,,,,,98.68,29.51,,15.00,52.78,,69.37,5.97,17.95,2.20,1.73,,0.24,1.25,0.27,0.78,,0.78,0.13,,,,,,,,2.80,,6.00,3.00,4.00,30.00,2.00,157.00,19.00,1367.00,,,,0.34,,,,,0.18,,,,6.00,,,,,3.97,,23.10,,,2.70,,,58.00,0.08,386.00,,8.00,,,,,,
5291,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,74.07,0.19,13.32,1.67,,,1.50,0.30,1.38,3.44,4.44,3.69,0.05,0.03,,,,,98.67,26.25,,19.95,35.32,,63.31,6.46,22.75,3.94,0.78,3.39,0.58,3.38,0.70,1.75,,1.82,0.27,,,,,,,,,,10.75,3.00,4.00,29.10,4.50,140.00,16.70,543.50,,,,0.78,,,,,0.55,,,,18.85,,,,,4.15,,25.10,,,7.13,,,135.00,0.19,114.00,,9.52,,,,,,
5302,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,72.55,0.27,14.04,2.29,,,2.06,0.43,2.51,3.28,3.47,2.88,0.07,0.04,,,,,98.65,27.12,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,15.00,4.00,5.00,,,174.00,14.00,887.00,,,,,,,,,,,,,11.00,,,,,,,,,,,,,74.00,,141.00,,8.00,,,,,,
5383,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,75.23,0.28,11.75,4.40,,,3.96,0.40,2.66,3.43,0.87,0.72,0.04,0.04,,,,,98.62,15.26,,45.00,11.91,,20.63,,10.17,2.46,2.83,2.94,,2.88,,1.58,,1.47,,,,,,,,,,,14.00,2.00,2.00,35.00,9.00,398.00,17.00,479.00,,,,,,,,,0.30,,,,14.00,,,,,,,3.99,,,0.50,,,5.00,,190.00,,0.50,,,,,,
5158,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,72.83,0.40,11.75,4.33,,,3.90,0.16,1.11,2.28,6.10,5.06,0.05,0.08,,,,,98.61,6.82,,13.00,69.13,,138.40,,57.22,10.78,2.35,,1.47,,,,,4.78,,,,,,,,,4.40,,,2.10,4.00,,,577.50,18.00,1233.50,,,,0.87,,,,,1.29,,,,53.00,,,,,16.85,,,,,8.30,,,128.30,0.18,99.00,,22.00,,,,,,
5123,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,70.75,0.38,14.47,2.96,,,2.66,0.85,3.13,3.37,2.85,2.37,0.09,0.05,,,,,98.51,36.26,,18.00,58.56,,92.16,8.35,26.49,3.98,1.20,,0.37,1.84,0.35,0.86,,0.79,0.12,,,,,,,,,,28.00,5.00,11.00,41.00,10.00,168.00,15.00,945.00,,,,0.19,,,,,0.79,,,,9.00,,,,,5.43,,26.00,,,25.60,,,62.00,0.03,181.00,,6.00,,,,,,
8,,,,,"LARGE-ION LITHOPHILE ELEMENT CHARACTERISTICS OF AN AMPHIBOLITE FACIES TO GRANULITE FACIES TRANSITION AT GRUINARD BAY, NORTHWEST SCOTLAND",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,57.85,-5.48,,70.35,0.37,15.28,2.81,,,2.53,0.67,3.31,4.36,1.56,1.30,0.11,0.04,0.60,0.06,,,98.47,32.09,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,32.00,,6.00,,,142.00,,772.00,,,,,,,,,0.16,,,,2.00,,,,,,,,,,0.20,,,29.00,,436.00,,3.00,,,,,,
5156,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,73.08,0.39,11.67,3.95,,,3.55,0.16,0.99,2.22,6.30,5.23,0.06,0.08,,,,,98.44,7.43,,9.00,,,,,42.41,8.44,,,,,,,,,,,,,,,,,,,,6.00,5.00,,,510.00,17.00,1475.00,,,,,,,,,,,,,39.00,,,,,,,,,,,,,136.00,,140.00,,12.00,,,,,,
5229,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,73.37,0.39,11.64,4.21,,,3.79,0.19,1.07,2.48,5.45,4.52,0.05,0.06,,,,,98.44,8.21,,17.00,,,,,74.43,14.21,,,,,,,,,,,,,,,,,,,,4.00,9.00,,,452.00,17.00,1069.00,,,,,,,,,,,,,60.00,,,,,,,,,,,,,116.00,,73.00,,20.00,,,,,,
5131,,,,,"Major and trace element geochemistry and isotope (Sr, Nd, Pb, O) systematics of an Archean basement involved in a 2.0 Ga very high-temperature (1000 degrees C) metamorphic event: In Ouzzal Massif, Hoggar, Algeria",J. METAMORPHIC. GEOL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,26.00,2.75,,54.95,0.59,18.09,7.33,,,6.60,4.88,9.37,3.42,0.39,0.32,0.10,0.15,,,,,98.44,56.88,,116.00,,,,,14.13,2.70,,,,,,,,,,,,,,,,,,,124.00,31.00,75.00,,,209.00,18.00,338.00,,,,,,,,,,,,,14.00,,,,,,,,,,,,,5.00,,390.00,,8.00,,,,,,
