SAMPLE ID,,IGSN,SOURCE,DOI,TITLE,JOURNAL,MIN AGE,AGE,MAX AGE,MATERIAL,TYPE,COMPOSITION,ROCK NAME,LATITUDE,LONGITUDE,LOCPREC,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FeOT,MGO,CAO,NA2O,K2O,K_wt_percent,P2O5,MNO,LOI,H2O_PLUS,H2O_MINUS,H2O,Total,Mg_number,CR2O3,CR,LA,NIO,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,LI,BE,B,C,CO2,F,CL,SC,TI,V,CO,NI,ZN,CU,ZR,GA,BA,W,AU,HG,TA,SB,SE,SN,S,U,RE,I,P,Y,MO,PD,TE,PT,HF,IR,PB,IN,AG,TH,TL,AS,RB,CS,SR,BI,NB,OS,CD,N,RU,BR,GE
527428,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,51.88,0.29,8.71,12.72,,,11.44,16.02,7.05,1.04,0.82,0.68,0.00,0.29,,,,,97.53,71.39,,1980.00,8.55,,21.60,2.81,10.80,2.23,0.50,1.85,0.29,1.79,0.35,1.04,,1.12,0.18,,,,,,,,33.00,,153.00,72.00,500.00,180.00,20.00,20.00,11.00,151.00,,,,0.17,,,3.00,,0.12,,,,9.50,,,,,0.60,,10.00,,,0.47,,,164.00,8.80,82.00,,2.50,,,,,,
527445,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,47.09,0.67,13.09,9.56,,,8.61,5.18,21.54,0.87,0.15,0.13,0.00,0.33,,,,,97.53,51.76,,360.00,1.58,,4.96,0.82,4.09,1.31,0.44,1.61,0.33,2.02,0.40,1.24,,1.21,0.22,,,,,,,,35.00,,199.00,46.00,120.00,120.00,5.00,48.00,14.00,16.00,,,,0.18,,,4.00,,0.16,,,,10.30,,,,,1.30,,9.00,,,0.73,,,3.00,0.05,69.00,,3.80,,,,,,
SLM-99/12,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,42.57,0.01,0.38,9.20,,,8.28,45.84,0.24,0.01,0.04,0.03,0.01,0.15,,,,,97.51,90.80,,5620.00,0.43,,0.92,0.11,0.48,0.10,0.01,0.09,0.01,0.08,0.01,0.04,,0.05,0.01,,,,,,,,5.00,,15.00,127.00,1920.00,80.00,5.00,0.50,1.00,1.50,,,,0.01,,,1.00,,0.04,,,,0.25,,,,,0.05,,7.00,,,0.08,,,0.50,0.05,1.00,,0.10,,,,,,
LPS 7,,,,,GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,-60.00,70.00,,59.60,0.49,19.16,1.97,,2.74,4.51,1.28,3.44,3.05,5.85,4.86,0.08,0.09,0.33,0.60,,,97.47,33.59,,30.00,44.00,,72.00,,,,,,,,,,,,,,,,,,,,,,51.00,,9.00,57.00,5.00,157.00,22.00,1020.00,,,,,,,,,,,,,23.00,,,,,,,44.00,,,,,,222.00,,228.00,,6.00,,,,,,
3456,,,,,GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,-60.00,70.00,,59.60,0.49,19.16,1.97,,2.74,4.51,1.28,3.44,3.05,5.85,4.86,0.08,0.09,,,,,97.47,33.59,,30.00,44.00,,72.00,,,,,,,,,,,,,,,,,,,,,,51.00,,9.00,57.00,5.00,157.00,22.00,1020.00,,,,,,,,,,,,,23.00,,,,,,,44.00,,,,,,222.00,,228.00,,6.00,,,,,,
R591,,metased,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,57.06,1.15,14.33,,,8.23,8.23,3.31,8.34,3.13,1.73,1.44,0.36,0.18,,,,,97.46,41.76,,34.00,19.20,,41.50,5.43,23.40,5.29,1.42,5.97,0.97,6.21,1.20,3.39,,3.85,0.49,,,,,,,,,,181.00,,13.00,112.00,,293.00,22.00,629.00,,,,,,,,,,,,,37.00,,,,,,,21.00,,,,,,40.00,,110.00,,9.00,,,,,,
UB15,,,,,GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,-60.00,70.00,,44.10,0.51,5.14,10.81,,4.01,13.74,29.00,4.44,0.16,0.11,0.09,0.05,0.23,1.06,0.75,,,97.43,79.01,,4590.00,9.00,,,,,,,,,,,,,,,,,,,,,,,,128.00,,1730.00,34.00,128.00,52.00,7.00,59.00,,,,,,,,,1.00,,,,11.00,,,,,,,,,,4.00,,,3.00,,58.00,,3.00,,,,,,
R691,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,52.65,1.00,13.84,,,12.83,12.83,4.17,8.78,3.22,0.65,0.54,0.14,0.23,,,,,97.37,36.69,,26.00,16.40,,36.70,4.67,19.70,4.23,1.20,5.16,0.82,4.47,0.99,2.77,,2.61,0.40,,,,,,,,,,288.00,,9.00,132.00,21.00,102.00,26.00,232.00,,,,,,,,,,,,,23.00,,,,,,,14.00,,,,,,3.00,,285.00,,4.00,,,,,,
527437,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,47.22,1.78,9.86,14.61,,,13.15,10.43,10.92,1.55,2.22,1.84,0.21,0.18,,,,,97.30,58.57,,210.00,23.00,,62.80,8.72,38.40,8.06,1.96,6.34,0.88,4.61,0.77,2.08,,1.66,0.26,,,,,,,,50.00,,483.00,71.00,90.00,160.00,80.00,82.00,18.00,617.00,,,,0.28,,,6.00,,0.26,,,,20.20,,,,,2.50,,11.00,,,1.73,,,146.00,2.20,356.00,,6.10,,,,,,
RJ3I,,metased,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,71.50,0.43,11.77,,,2.26,2.26,9.39,0.14,0.50,1.27,1.05,0.02,0.04,,,,,97.30,88.11,,86.00,37.90,,86.60,11.30,47.30,10.70,0.45,10.50,1.59,9.32,1.96,5.88,,6.55,0.94,,,,,,,,,,45.00,,35.00,96.00,,332.00,25.00,208.00,,,,,,,,,,,,,51.00,,,,,,,14.00,,,,,,30.00,,5.00,,12.00,,,,,,
TNT-00/130,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,56.11,0.54,13.06,8.62,,,7.76,7.79,7.43,2.29,2.06,1.71,0.24,0.17,,,,,97.20,64.16,,620.00,21.40,,50.10,6.47,27.00,5.38,1.16,4.32,0.64,3.61,0.69,1.95,,1.92,0.33,,,,,,,,23.00,,120.00,37.00,180.00,130.00,10.00,90.00,17.00,925.00,,,,0.12,,,3.00,,0.16,,,,19.40,,,,,2.40,,18.00,,,0.56,,,121.00,0.50,488.00,,2.80,,,,,,
5392,,,,,GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,-60.00,70.00,,58.40,0.66,14.49,3.93,,2.98,6.52,4.00,5.57,4.03,3.43,2.85,0.52,0.10,0.62,0.48,,,97.20,52.25,,134.00,55.00,,94.00,,,,,,,,,,,,,,,,,,,,,,102.00,,45.00,82.00,10.00,156.00,18.00,2430.00,,,,,,,,,,,,,21.00,,,,,,,30.00,,,1.00,,,52.00,,1480.00,,3.00,,,,,,
SLM-99/10,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,41.39,0.01,0.31,8.84,,,7.95,46.93,0.36,0.01,0.03,0.02,0.01,0.15,,,,,97.14,91.32,,5500.00,0.30,,0.74,0.11,0.43,0.11,0.02,0.07,0.01,0.06,0.01,0.03,,0.03,0.01,,,,,,,,5.00,,17.00,112.00,1720.00,50.00,5.00,2.00,1.00,1.50,,,,0.02,,,1.00,,0.02,,,,0.25,,,,,0.05,,7.00,,,0.03,,,1.00,0.20,1.00,,0.10,,,,,,
527411,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,73.06,0.06,15.91,0.57,,,0.52,0.13,2.33,4.48,0.53,0.44,0.01,0.01,,,,,97.02,31.12,,10.00,5.55,,8.69,0.82,2.51,0.30,0.62,0.19,0.02,0.13,0.03,0.12,,0.22,0.05,,,,,,,,0.50,,9.00,0.50,10.00,15.00,5.00,154.00,17.00,503.00,,,,0.11,,,0.50,,2.87,,,,1.00,,,,,5.80,,0.05,,,20.60,,,91.00,0.90,374.00,,1.20,,,,,,
527427,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,48.40,0.32,8.55,11.98,,,10.78,19.46,8.28,0.75,0.17,0.14,0.01,0.22,,,,,96.94,76.29,,2430.00,1.79,,4.30,0.59,2.82,0.84,0.30,1.05,0.19,1.34,0.27,0.87,,0.85,0.15,,,,,,,,34.00,,169.00,89.00,720.00,90.00,80.00,19.00,8.00,192.00,,,,0.07,,,2.00,,0.03,,,,7.60,,,,,0.50,,8.00,,,0.11,,,76.00,31.60,53.00,,0.90,,,,,,
TNT-99/1,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,69.30,0.31,16.32,2.37,,,2.14,0.68,3.01,3.51,1.64,1.36,0.10,0.03,,,,,96.93,36.05,,10.00,17.00,,26.70,2.56,8.60,1.09,0.94,0.80,0.08,0.39,0.07,0.20,,0.19,0.04,,,,,,,,1.00,,33.00,4.00,10.00,40.00,5.00,145.00,16.00,1966.00,,,,0.03,,,5.00,,0.14,,,,2.00,,,,,3.30,,21.00,,,0.12,,,82.00,0.20,669.00,,1.50,,,,,,
SLM-99/61,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,57.12,1.34,24.08,8.83,,,7.94,3.43,0.77,0.68,1.44,1.19,0.02,0.09,,,,,96.90,43.50,,360.00,14.90,,31.00,3.61,14.30,2.96,0.78,3.12,0.52,3.13,0.64,1.98,,1.99,0.33,,,,,,,,39.00,,345.00,64.00,160.00,170.00,100.00,121.00,28.00,254.00,,,,0.22,,,1.00,,0.27,,,,16.40,,,,,3.20,,11.00,,,1.92,,,57.00,1.10,64.00,,4.40,,,,,,
527492,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,67.16,0.56,16.08,3.19,,,2.87,0.60,2.96,3.69,2.93,2.43,0.28,0.02,,,,,96.87,27.21,,10.00,30.40,,58.70,6.56,23.70,3.51,1.13,2.21,0.25,1.12,0.19,0.47,,0.38,0.06,,,,,,,,4.00,,65.00,9.00,10.00,60.00,20.00,220.00,19.00,1036.00,,,,0.07,,,3.00,,0.24,,,,5.40,,,,,5.20,,21.00,,,0.23,,,105.00,0.10,533.00,,3.80,,,,,,
R177I,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,49.38,0.52,17.06,,,9.25,9.25,6.48,10.66,3.02,0.26,0.22,0.05,0.17,,,,,96.80,55.54,,18.00,5.86,,14.30,1.81,7.88,1.94,0.54,2.18,0.30,1.84,0.37,0.92,,1.17,0.19,,,,,,,,42.00,,203.00,,37.00,104.00,69.00,58.00,25.00,85.00,,,,,,,,,0.01,,,,12.00,,,,,,,17.00,,,0.05,,,1.00,,304.00,,2.00,,,,,,
VS 44,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,46.96,0.43,17.60,9.19,,,8.27,10.15,10.17,2.80,0.27,0.23,0.06,0.14,,,,,96.79,68.64,,240.00,2.84,,6.45,0.90,4.31,1.30,0.47,1.60,0.31,2.11,0.42,1.25,,1.29,0.23,,,,,,,,22.00,,146.00,45.00,280.00,70.00,5.00,32.00,14.00,425.00,,,,0.01,,,0.50,,0.10,,,,11.00,,,,,0.80,,7.00,,,0.31,,,21.00,0.05,171.00,,0.80,,,,,,
R116I,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,47.77,1.64,14.07,,,12.97,12.97,6.01,10.98,2.63,0.30,0.25,0.15,0.25,,,,,96.62,45.24,,191.00,8.10,,22.90,3.50,16.60,5.29,1.71,6.79,1.26,7.26,1.52,5.28,,4.58,0.72,,,,,,,,50.00,,399.00,,77.00,155.00,81.00,96.00,26.00,89.00,,,,,,,,,0.03,,,,44.00,,,,,,,20.00,,,0.07,,,,,117.00,,5.00,,,,,,
254,,,,,GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,-60.00,70.00,,43.10,0.27,14.54,19.50,,1.68,19.23,7.45,10.63,0.97,0.09,0.07,0.24,0.34,0.20,0.17,,,96.62,40.86,,88.00,29.00,,67.00,,,,,,,,,,,,,,,,,,,,,,314.00,,35.00,95.00,15.00,92.00,15.00,56.00,,,,,,,,,2.00,,,,160.00,,,,,,,1.00,,,4.00,,,2.00,,23.00,,1.00,,,,,,
R128I,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,48.29,0.91,15.91,,,10.44,10.44,5.12,12.09,3.10,0.43,0.36,0.08,0.26,,,,,96.55,46.65,,254.00,3.10,,7.68,1.24,6.72,2.13,0.82,3.54,0.55,3.64,0.82,2.61,,2.08,0.37,,,,,,,,50.00,,294.00,,156.00,105.00,133.00,48.00,19.00,92.00,,,,,,,,,0.11,,,,22.00,,,,,,,19.00,,,0.19,,,5.00,,128.00,,3.00,,,,,,
R71I,,metased,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,57.43,0.96,14.80,,,9.70,9.70,10.21,0.28,0.12,2.84,2.36,0.05,0.14,,,,,96.48,65.24,,242.00,20.10,,41.90,5.12,19.60,4.12,0.89,4.34,0.56,3.74,0.79,2.59,,2.56,0.41,,,,,,,,22.00,,194.00,,162.00,404.00,147.00,181.00,23.00,177.00,,,,,,,,,0.90,,,,28.00,,,,,,,24.00,,,5.06,,,72.00,,8.00,,7.00,,,,,,
R57III,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,53.90,0.61,14.42,,,9.53,9.53,5.82,9.18,2.23,0.45,0.37,0.08,0.18,,,,,96.32,52.13,,33.00,10.70,,23.50,2.80,11.20,2.56,0.86,2.58,0.43,2.60,0.53,1.75,,1.46,0.27,,,,,,,,,,206.00,,38.00,118.00,35.00,74.00,22.00,120.00,,,,,,,,,,,,,16.00,,,,,,,23.00,,,,,,,,232.00,,1.00,,,,,,
R161I,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,43.32,0.71,13.66,,,18.29,18.29,6.05,10.88,2.38,0.43,0.36,0.09,0.55,,,,,96.27,37.10,,170.00,7.53,,15.60,2.03,8.82,2.41,0.87,3.06,0.54,3.69,0.75,2.41,,2.50,0.36,,,,,,,,,,264.00,,93.00,143.00,582.00,54.00,27.00,87.00,,,,,,,,,,,,,18.00,,,,,,,13.00,,,,,,6.00,,75.00,,3.00,,,,,,
R891,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,56.26,0.98,11.61,,,11.52,11.52,8.21,3.24,4.10,0.17,0.14,0.41,0.12,,,,,96.21,55.96,,29.00,19.60,,50.10,7.32,35.30,9.16,1.65,11.60,1.85,11.10,2.42,7.99,,8.41,1.26,,,,,,,,,,49.00,,7.00,63.00,,203.00,30.00,42.00,,,,,,,,,,,,,65.00,,,,,,,18.00,,,,,,3.00,,107.00,,9.00,,,,,,
R69II,,metased,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,50.54,0.50,15.49,,,8.57,8.57,6.70,10.82,3.11,0.29,0.24,0.06,0.16,,,,,96.18,58.23,,27.00,7.06,,16.70,2.19,9.61,1.90,0.65,2.58,0.39,1.98,0.51,1.31,,1.35,0.16,,,,,,,,,,187.00,,45.00,89.00,26.00,47.00,25.00,89.00,,,,,,,,,,,,,13.00,,,,,,,17.00,,,,,,,,264.00,,3.00,,,,,,
HPS-3,,,,,GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,-60.00,70.00,,34.70,6.18,12.43,2.40,,20.60,22.76,7.34,11.95,0.39,0.10,0.08,2.99,0.33,0.27,0.27,,,96.18,36.51,,89.00,85.00,,158.00,,,,,,,,,,,,,,,,,,,,,,368.00,,22.00,117.00,15.00,210.00,13.00,183.00,,,,,,,,,,,,,80.00,,,,,,,2.00,,,,,,8.00,,58.00,,43.00,,,,,,
4610,,,,,GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,-60.00,70.00,,34.70,6.18,12.43,2.40,,20.60,22.76,7.34,11.95,0.39,0.10,0.08,2.99,0.33,,,,,96.18,36.51,,89.00,85.00,,158.00,,,,,,,,,,,,,,,,,,,,,,368.00,,22.00,117.00,15.00,210.00,13.00,183.00,,,,,,,,,,,,,80.00,,,,,,,2.00,,,,,,8.00,,58.00,,43.00,,,,,,
R148I,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,47.78,1.09,16.28,,,10.19,10.19,5.89,11.67,2.81,0.12,0.10,0.07,0.23,,,,,96.06,50.75,,329.00,1.30,,4.43,0.83,5.10,1.89,0.73,3.31,0.55,3.69,0.82,2.55,,2.26,0.37,,,,,,,,54.00,,371.00,,212.00,110.00,117.00,32.00,21.00,51.00,,,,,,,,,,,,,21.00,,,,,,,15.00,,,0.02,,,3.00,,107.00,,1.00,,,,,,
R130I,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,47.14,1.00,15.16,,,11.72,11.72,7.15,10.30,2.71,0.60,0.50,0.08,0.21,,,,,95.99,52.10,,150.00,5.49,,13.60,1.83,7.90,2.87,0.88,3.88,0.61,4.17,0.86,2.71,,2.25,0.37,,,,,,,,45.00,,319.00,,129.00,113.00,181.00,49.00,16.00,99.00,,,,,,,,,,,,,23.00,,,,,,,17.00,,,0.25,,,3.00,,123.00,,1.00,,,,,,
R156I,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,45.89,0.76,14.38,,,11.62,11.62,7.31,13.43,2.10,0.21,0.17,0.04,0.24,,,,,95.94,52.87,,288.00,1.97,,5.86,1.00,4.91,1.87,0.72,2.88,0.55,3.11,0.72,2.14,,1.89,0.31,,,,,,,,,,274.00,,143.00,100.00,38.00,37.00,19.00,35.00,,,,,,,,,,,,,20.00,,,,,,,11.00,,,,,,1.00,,94.00,,3.00,,,,,,
RJ5II,,metased,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,59.07,0.85,18.34,,,0.98,0.98,14.28,0.14,0.20,1.53,1.27,0.04,0.02,,,,,95.41,96.29,,169.00,49.50,,105.00,13.70,58.10,17.40,3.23,23.00,3.54,18.10,3.44,9.30,,8.23,1.15,,,,,,,,,,129.00,,55.00,52.00,,331.00,36.00,52.00,,,,,,,,,,,,,93.00,,,,,,,14.00,,,,,,37.00,,9.00,,9.00,,,,,,
RJ10I,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,53.17,1.30,12.62,,,7.14,7.14,19.00,0.35,1.32,0.07,0.06,0.04,0.05,,,,,95.02,82.59,,19.00,16.40,,39.90,5.27,24.00,5.55,0.31,8.41,1.63,13.50,3.72,12.60,,15.00,2.25,,,,,,,,,,65.00,,5.00,682.00,,478.00,39.00,25.00,,,,,,,,,,,,,113.00,,,,,,,12.00,,,,,,,,5.00,,17.00,,,,,,
R158III,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,45.65,0.84,14.20,,,11.41,11.41,7.48,12.52,1.99,0.37,0.31,0.26,0.20,,,,,94.66,53.89,,304.00,2.35,,6.45,1.16,6.14,1.94,0.90,3.28,0.62,3.97,0.80,2.28,,2.49,0.34,,,,,,,,,,288.00,,163.00,100.00,90.00,39.00,23.00,44.00,,,,,,,,,,,,,17.00,,,,,,,16.00,,,,,,6.00,,94.00,,,,,,,,
527417,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,74.76,0.15,13.29,1.09,,,0.98,0.68,0.67,2.40,1.49,1.24,0.01,0.02,,,,,94.45,55.28,,30.00,15.50,,24.50,2.42,7.34,0.89,0.77,0.48,0.05,0.25,0.05,0.12,,0.10,0.02,,,,,,,,0.50,,21.00,3.00,10.00,15.00,5.00,13.00,11.00,2237.00,,,,0.12,,,0.50,,1.18,,,,1.50,,,,,0.30,,0.05,,,9.19,,,146.00,1.70,553.00,,2.10,,,,,,
R143I,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,45.18,0.61,13.92,,,10.68,10.68,8.85,13.47,1.30,0.07,0.06,0.04,0.27,,,,,94.35,59.63,,437.00,0.80,,3.21,0.64,3.60,1.53,0.54,2.21,0.47,3.24,0.80,2.28,,2.52,0.34,,,,,,,,54.00,,255.00,,135.00,83.00,53.00,23.00,12.00,29.00,,,,,,,,,0.02,,,,20.00,,,,,,,11.00,,,,,,4.00,,68.00,,3.00,,,,,,
R154I,,,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,45.41,0.85,13.88,,,11.01,11.01,8.17,11.88,2.20,0.67,0.56,0.06,0.20,,,,,94.27,56.95,,378.00,4.19,,11.00,1.47,8.11,2.25,0.83,3.54,0.53,3.64,0.88,2.41,,2.47,0.35,,,,,,,,,,304.00,,157.00,115.00,44.00,41.00,15.00,76.00,,,,,,,,,,,,,19.00,,,,,,,12.00,,,,,,4.00,,76.00,,1.00,,,,,,
R61I,,metased,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,48.69,0.54,14.82,,,9.23,9.23,6.80,10.50,3.20,0.28,0.23,0.06,0.19,,,,,94.25,56.78,,51.00,6.54,,15.20,2.11,8.78,1.91,0.71,2.26,0.40,2.38,0.50,1.44,,1.43,0.20,,,,,,,,,,224.00,,50.00,127.00,,47.00,18.00,126.00,,,,,,,,,,,,,11.00,,,,,,,17.00,,,,,,4.00,,215.00,,4.00,,,,,,
R941,,metased,,,"Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.00,27.80,,45.84,1.30,8.11,,,17.19,17.19,16.36,2.84,1.33,0.48,0.40,0.10,0.23,,,,,93.68,62.92,,22.00,5.19,,16.20,2.68,12.80,3.37,0.90,3.99,0.73,4.88,1.32,4.77,,7.22,1.21,,,,,,,,,,71.00,,14.00,164.00,,173.00,23.00,53.00,,,,,,,,,,,,,36.00,,,,,,,17.00,,,,,,21.00,,46.00,,12.00,,,,,,
527488,,,,,Partial melting of the Archaean Thrym Complex of southeastern Greenland,LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,63.25,-42.00,,41.14,0.10,2.87,12.90,,,11.61,35.51,1.89,0.09,0.17,0.14,0.01,0.19,,,,,93.57,84.51,,4750.00,1.78,,4.53,0.59,2.42,0.53,0.10,0.58,0.09,0.56,0.11,0.33,,0.34,0.05,,,,,,,,17.00,,66.00,130.00,1300.00,50.00,5.00,6.00,3.00,7.00,,,,0.04,,,3.00,,0.03,,,,2.90,,,,,0.10,,7.00,,,0.22,,,198.00,26.80,9.00,,0.90,,,,,,
L110-2,,,GEOROC,10.1016/S0024-4937(99)00073-0,"AGPAITIC MAGMATISM IN THE NORTHEASTERN BALTIC SHIELD: A STUDY OF THE NIVA INTRUSION, KOLA PENINSULA, RUSSIA",LITHOS,,Archean,,Metamorphic,Unknown,Unknown,Granulite,67.43,32.30,0.01,45.81,1.74,11.49,6.01,,6.91,12.32,4.09,1.65,6.80,8.59,7.13,0.56,0.16,,,,,92.65,37.19,,197.00,88.00,,166.00,,20.00,5.00,,,,,,,,,,,,,,,0.10,0.09,,,120.00,115.00,180.00,,,164.00,,260.00,,,,,,,,,,,,,26.00,,,,,,,,,,,,,39.20,,268.00,,20.00,,,,,,
