Sample,suite,Location,Rock type,unit,Reference,Age,Age2se,Sm,Nd,Sm147_Nd144,Nd143_Nd144,Nd143_Nd144 2se,eNd,TDM,,,Pb206_204,Pb207_204,Pb208_204,Mineral,Easting,Northing,UTM,Easting_for_R,"These Lat longs are from an online coversion tool, might not be exactly accurate",Latitude,Longitude,Latitude,,,Longitude,,,Latitude,Longitude,SiO2,TiO2,Al2O3,Fe2O3t,FeO,Fe2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,CO2,S,F,Cl,LOI,sum,Li,Rb,Cs,Be,Sr,Ba,Sc,Y,Zr,Hf,V,Nb,Ta,Cr,Mo,W,Co,Ni,Cu,Ag,Zn,Cd,Ga,In,Tl,Ge,Sn,Pb,As,Sb,Bi,Se,Te,Br,I,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Th,U
W176C-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,542200,7240600,12,1542200,,65.28458197,-110.0954668,,,,,,,,,63.48,0.69,15.92,,4.75,,,0.08,3.87,5.38,3.57,1.77,0.49,,,,,,,,,56,,,1129,757,9,21,182,,89,5.8,,26,,,,7,,,66,,24,,,,,,,,,,,,,50.58,119.63,15.63,67.75,12.47,3.28,8.21,0.94,4.52,0.78,1.91,0.24,1.71,0.27,4.16,
Y-1,Defeat,Yellowknife,Granodiorite,Defeat,Yamashita et al 1999,2620,,1.75,10.47,0.1012,0.511014,0.0001,0.5,2900,,,,,,,645129,6923252,11,645129,,62.41216667,-114.1905,62,24.73,,114,11.43,,62 24.73 ,114 11.43 ,72.82,0.225,15.1,,1.85,,,0.024,0.66,2.08,5.4,1.78,0.059,,,,,,,,,59,2,,226,441,1,5.24,104,2.26,29,3.4,0.86,4,,,,11,4,,46,,20,,,,,14.11,,,,,,,,16.69,28.46,2.86,10.08,1.93,0.48,1.43,0.21,1.02,0.19,0.46,0.07,0.45,0.07,6.13,1.82
Y-25,Prosperous,Yellowknife,Monzogranite,Prosperous,Yamashita et al 1999,2580,,0.83,1.77,0.2836,0.514082,0.00015,-0.8,,,,,,,,652591,6941732,11,652591,,62.57483333,-114.0298333,62,34.49,,114,1.79,,62 34.49 ,114 01.79 ,74.43,0.041,15.18,,0.74,,,0.023,0.26,0.63,3.99,4.46,0.234,,,,,,,,,266.1,12.7,,18,24,8,8.2,17,0.76,1,12.1,1.86,9,,,,12,6,,32,,26,,,,,24.35,,,,,,,,1.82,3.82,0.45,1.8,0.88,0.09,1.13,0.24,1.43,0.24,0.65,0.1,0.63,0.09,1.02,4.09
Y-29,Defeat,Yellowknife,Granodiorite,Defeat,Yamashita et al 1999,2620,,1.91,12.97,0.0891,0.510788,0.00007,0.2,2900,,,14.361,14.993,33.857,,628720,6928526,11,628720,,62.4655,-114.5038333,62,27.93,,114,30.23,,62 27.93 ,114 30.23 ,74.46,0.172,14.18,,1.87,,,0.024,0.6,1.34,4.54,2.75,0.057,,,,,,,,,63.2,1.5,,198,940,7,8.15,143,4.07,9,4.6,0.43,3,,,,5,7,,39,,19,,,,,11.85,,,,,,,,29.69,45.47,4.29,14.45,2.53,0.64,1.82,0.27,1.36,0.28,0.76,0.12,0.75,0.13,9.32,3.05
Y-29,Defeat,Yellowknife,Granodiorite,Defeat,Yamashita et al 1999,2620,,1.91,12.97,0.0891,0.510788,0.00007,0.2,2900,,,13.993,14.921,33.74,Kfs,628720,6928526,11,628720,,62.4655,-114.5038333,62,27.93,,114,30.23,,62 27.93 ,114 30.23 ,74.46,0.172,14.18,,1.87,,,0.024,0.6,1.34,4.54,2.75,0.057,,,,,,,,,63.2,1.5,,198,940,7,8.15,143,4.07,9,4.6,0.43,3,,,,5,7,,39,,19,,,,,11.85,,,,,,,,29.69,45.47,4.29,14.45,2.53,0.64,1.82,0.27,1.36,0.28,0.76,0.12,0.75,0.13,9.32,3.05
Y-30,Defeat,Yellowknife,Granodiorite,Defeat,Yamashita et al 1999,2620,,2.13,10.25,0.1261,0.51143,0.00009,0.2,3000,,,14.133,14.96,33.827,Kfs,618984,6929167,11,618984,,62.4745,-114.692,62,28.47,,114,41.52,,62 28.47 ,114 41.52 ,70.72,0.419,15.28,,2.96,,,0.038,1.33,2.72,3.98,2.45,0.107,,,,,,,,,63.5,1.9,,208,428,8,10.21,172,3.74,48,6.2,0.5,6,,,,11,40,,53,,20,,,,,18.31,,,,,,,,15.27,24.96,2.53,9.62,2.31,0.7,2.05,0.33,1.9,0.37,0.98,0.15,0.85,0.13,4.4,1.48
Y-31,Defeat,Yellowknife,Tonalite,Defeat,Yamashita et al 1999,2620,,4.08,10.89,0.2263,0.513092,0.00015,-1.2,,,,14.134,14.994,33.873,Kfs,610125,6933378,11,610125,,62.515,-114.861,62,30.9,,114,51.66,,62 30.90 ,114 51.66 ,69.22,0.584,15.05,,4.19,,,0.089,1.33,3.11,4.26,2.05,0.121,,,,,,,,,228.2,8.1,,147,178,13,80.77,162,5.52,56,22.6,3.12,9,,,,11,9,,82,,24,,,,,21.52,,,,,,,,12.26,22.33,2.56,10.96,4.21,0.67,6.29,1.47,10.59,2.22,6.61,1.13,7.78,1.19,6.67,5.24
Y-32,Stagg,Yellowknife,Granodiorite,Stagg,Yamashita et al 1999,2590,,5.73,39.45,0.088,0.510836,0.00008,1.1,2800,,,14.01,14.9,33.733,Kfs,602370,6937292,11,602370,,62.55233333,-115.0091667,62,33.14,,115,0.55,,62 33.14 ,115 00.55 ,71.91,0.344,14.76,,2.29,,,0.035,0.73,1.94,3.85,4.01,0.115,,,,,,,,,154.4,1.6,,149,925,11,14.82,233,6.22,24,10.1,1.02,8,,,,11,12,,53,,20,,,,,24.93,,,,,,,,64.2,110.63,10.54,35.27,5.65,0.94,3.96,0.55,2.78,0.52,1.41,0.22,1.33,0.22,17.69,3.71
Y-33,Stagg,Yellowknife,Monzogranite,Stagg,Yamashita et al 1999,2590,,7.91,53.28,0.0899,0.510894,0.00009,1.6,2800,,,14.057,14.981,33.97,Kfs,593458,6941023,11,593458,,62.58816667,-115.1803333,62,35.29,,115,10.82,,62 35.29 ,115 10.82 ,73.24,0.293,14.4,,1.86,,,0.019,0.58,1.63,3.72,4.2,0.054,,,,,,,,,129.7,1.5,,151,593,3,13.37,179,4.08,13,6.5,0.69,3,,,,9,4,,38,,22,,,,,19.62,,,,,,,,72.27,139.17,14.71,54.25,9.17,1.45,5.16,0.64,2.96,0.48,1.19,0.17,0.99,0.17,25.04,2.57
Y-34,Awry,Yellowknife,Monzogranite,Awry,Yamashita et al 1999,2580,,1.08,5.14,0.1271,0.511468,0.00018,0.4,3000,,,25.366,16.834,42.103,,587576,6948702,11,587576,,62.6585,-115.2908333,62,39.51,,115,17.45,,62 39.51 ,115 17.45 ,75.18,0.115,13.75,,0.88,,,0.013,0.56,0.53,3.1,5.83,0.039,,,,,,,,,128.8,0.9,,131,686,2,4.53,111,3.71,7,3.5,0.36,3,,,,7,4,,14,,17,,,,,25.98,,,,,,,,8.6,15.09,1.53,5.53,1.3,0.7,1.06,0.16,0.85,0.15,0.4,0.07,0.46,0.09,3.6,1.66
Y-34,Awry,Yellowknife,Monzogranite,Awry,Yamashita et al 1999,2580,,1.08,5.14,0.1271,0.511468,0.00018,0.4,3000,,,14.346,14.974,33.893,,587576,6948702,11,587576,,62.6585,-115.2908333,62,39.51,,115,17.45,,62 39.51 ,115 17.45 ,75.18,0.115,13.75,,0.88,,,0.013,0.56,0.53,3.1,5.83,0.039,,,,,,,,,128.8,0.9,,131,686,2,4.53,111,3.71,7,3.5,0.36,3,,,,7,4,,14,,17,,,,,25.98,,,,,,,,8.6,15.09,1.53,5.53,1.3,0.7,1.06,0.16,0.85,0.15,0.4,0.07,0.46,0.09,3.6,1.66
Y-34,Awry,Yellowknife,Monzogranite,Awry,Yamashita et al 1999,2580,,1.08,5.14,0.1271,0.511468,0.00018,0.4,3000,,,14.199,14.957,33.942,,587576,6948702,11,587576,,62.6585,-115.2908333,62,39.51,,115,17.45,,62 39.51 ,115 17.45 ,75.18,0.115,13.75,,0.88,,,0.013,0.56,0.53,3.1,5.83,0.039,,,,,,,,,128.8,0.9,,131,686,2,4.53,111,3.71,7,3.5,0.36,3,,,,7,4,,14,,17,,,,,25.98,,,,,,,,8.6,15.09,1.53,5.53,1.3,0.7,1.06,0.16,0.85,0.15,0.4,0.07,0.46,0.09,3.6,1.66
Y-34,Awry,Yellowknife,Monzogranite,Awry,Yamashita et al 1999,2580,,1.08,5.14,0.1271,0.511468,0.00018,0.4,3000,,,14.037,14.941,33.905,Kfs,587576,6948702,11,587576,,62.6585,-115.2908333,62,39.51,,115,17.45,,62 39.51 ,115 17.45 ,75.18,0.115,13.75,,0.88,,,0.013,0.56,0.53,3.1,5.83,0.039,,,,,,,,,128.8,0.9,,131,686,2,4.53,111,3.71,7,3.5,0.36,3,,,,7,4,,14,,17,,,,,25.98,,,,,,,,8.6,15.09,1.53,5.53,1.3,0.7,1.06,0.16,0.85,0.15,0.4,0.07,0.46,0.09,3.6,1.66
Y-35,Awry,Yellowknife,Monzogranite,Awry,Yamashita et al 1999,2580,,2.46,11.56,0.1285,0.511648,0.00007,3.5,2700,,,14.261,14.981,33.803,,579090,6951627,11,579090,,62.68666667,-115.455,62,41.2,,115,27.3,,62 41.20 ,115 27.30 ,76.3,0.038,13.18,,0.5,,,0.005,0.32,0.11,2.65,6.86,0.037,,,,,,,,,168.9,1.1,,43,320,2,14.62,55,2.4,5,2.6,0.2,0,,,,8,10,,5,,15,,,,,32.51,,,,,,,,16.42,30.81,3.2,11.36,2.64,0.39,2.32,0.4,2.48,0.51,1.41,0.21,1.23,0.19,11.67,5.63
Y-36,Awry,Yellowknife,Granodiorite,Awry,Yamashita et al 1999,2580,,4.25,23.13,0.1112,0.511257,0.00008,1.6,2800,,,19.692,15.966,35.957,,569446,6955273,11,569446,,62.72133333,-115.6418333,62,43.28,,115,38.51,,62 43.28 ,115 38.51 ,72.05,0.234,15.19,,2.33,,,0.034,1.02,1.2,3.79,3.98,0.176,,,,,,,,,143.7,1.9,,150,381,6,18.27,120,3.41,28,11.1,0.89,7,,,,9,8,,49,,26,,,,,16.04,,,,,,,,33.36,57.84,5.87,20.92,4.41,0.66,3.39,0.58,3.44,0.63,1.52,0.22,1.35,0.21,12.13,7.37
Y-36,Awry,Yellowknife,Granodiorite,Awry,Yamashita et al 1999,2580,,4.25,23.13,0.1112,0.511257,0.00008,1.6,2800,,,14.331,14.997,33.937,,569446,6955273,11,569446,,62.72133333,-115.6418333,62,43.28,,115,38.51,,62 43.28 ,115 38.51 ,72.05,0.234,15.19,,2.33,,,0.034,1.02,1.2,3.79,3.98,0.176,,,,,,,,,143.7,1.9,,150,381,6,18.27,120,3.41,28,11.1,0.89,7,,,,9,8,,49,,26,,,,,16.04,,,,,,,,33.36,57.84,5.87,20.92,4.41,0.66,3.39,0.58,3.44,0.63,1.52,0.22,1.35,0.21,12.13,7.37
Y-36,Awry,Yellowknife,Granodiorite,Awry,Yamashita et al 1999,2580,,4.25,23.13,0.1112,0.511257,0.00008,1.6,2800,,,14.277,14.979,33.93,,569446,6955273,11,569446,,62.72133333,-115.6418333,62,43.28,,115,38.51,,62 43.28 ,115 38.51 ,72.05,0.234,15.19,,2.33,,,0.034,1.02,1.2,3.79,3.98,0.176,,,,,,,,,143.7,1.9,,150,381,6,18.27,120,3.41,28,11.1,0.89,7,,,,9,8,,49,,26,,,,,16.04,,,,,,,,33.36,57.84,5.87,20.92,4.41,0.66,3.39,0.58,3.44,0.63,1.52,0.22,1.35,0.21,12.13,7.37
Y-36,Awry,Yellowknife,Granodiorite,Awry,Yamashita et al 1999,2580,,4.25,23.13,0.1112,0.511257,0.00008,1.6,2800,,,14.079,14.931,33.827,Kfs,569446,6955273,11,569446,,62.72133333,-115.6418333,62,43.28,,115,38.51,,62 43.28 ,115 38.51 ,72.05,0.234,15.19,,2.33,,,0.034,1.02,1.2,3.79,3.98,0.176,,,,,,,,,143.7,1.9,,150,381,6,18.27,120,3.41,28,11.1,0.89,7,,,,9,8,,49,,26,,,,,16.04,,,,,,,,33.36,57.84,5.87,20.92,4.41,0.66,3.39,0.58,3.44,0.63,1.52,0.22,1.35,0.21,12.13,7.37
Y-37,Stagg,Yellowknife,Monzogranite,Stagg,Yamashita et al 1999,2590,,11.43,64.56,0.1071,0.511071,0.00012,0.7,3000,,,14.38,15.046,34.117,Kfs,561157,6959121,11,561157,,62.75733333,-115.8025,62,45.44,,115,48.15,,62 45.44 ,115 48.15 ,73.12,0.376,13.81,,2.73,,,0.013,0.62,0.67,2.89,5.65,0.122,,,,,,,,,185.9,1.1,,81,349,5,29.01,217,5.66,23,14.4,0.94,6,,,,10,11,,31,,21,,,,,24.31,,,,,,,,82.13,160.84,17.23,63.31,12.39,1.08,8.67,1.26,6.37,1.11,2.54,0.33,1.78,0.24,55.56,19.74
Y-38,Stagg,Yellowknife,Monzogranite,Stagg,Yamashita et al 1999,2590,,6.53,33.72,0.1172,0.51133,0.00006,1,2900,,,31.741,17.899,46.8,,552764,6961706,11,552764,,62.78183333,-115.966,62,46.91,,115,57.96,,62 46.91 ,115 57.96 ,74.47,0.236,13.71,,1.9,,,0.015,0.65,0.94,3.7,4.3,0.082,,,,,,,,,194.6,1.5,,64,408,2,23.05,159,5.06,18,14.5,1.39,6,,,,12,9,,31,,21,,,,,29.67,,,,,,,,42.99,80.78,8.47,30.98,6.85,0.65,5.3,0.89,4.75,0.86,2.08,0.29,1.62,0.23,27.7,9.23
Y-38,Stagg,Yellowknife,Monzogranite,Stagg,Yamashita et al 1999,2590,,6.53,33.72,0.1172,0.51133,0.00006,1,2900,,,14.692,15.135,34.373,,552764,6961706,11,552764,,62.78183333,-115.966,62,46.91,,115,57.96,,62 46.91 ,115 57.96 ,74.47,0.236,13.71,,1.9,,,0.015,0.65,0.94,3.7,4.3,0.082,,,,,,,,,194.6,1.5,,64,408,2,23.05,159,5.06,18,14.5,1.39,6,,,,12,9,,31,,21,,,,,29.67,,,,,,,,42.99,80.78,8.47,30.98,6.85,0.65,5.3,0.89,4.75,0.86,2.08,0.29,1.62,0.23,27.7,9.23
Y-38,Stagg,Yellowknife,Monzogranite,Stagg,Yamashita et al 1999,2590,,6.53,33.72,0.1172,0.51133,0.00006,1,2900,,,14.309,15.041,34.054,Kfs,552764,6961706,11,552764,,62.78183333,-115.966,62,46.91,,115,57.96,,62 46.91 ,115 57.96 ,74.47,0.236,13.71,,1.9,,,0.015,0.65,0.94,3.7,4.3,0.082,,,,,,,,,194.6,1.5,,64,408,2,23.05,159,5.06,18,14.5,1.39,6,,,,12,9,,31,,21,,,,,29.67,,,,,,,,42.99,80.78,8.47,30.98,6.85,0.65,5.3,0.89,4.75,0.86,2.08,0.29,1.62,0.23,27.7,9.23
Y29,Defeat,Yellowknife,Granodiorite,Defeat,Yamashita et al 1999,2620,,1.91,12.97,0.0891,0.510788,0.00007,0.2,2900,,,,,,,628720,6928526,11,628720,,62.4655,-114.5038333,62,27.93,,114,30.23,,62 27.93 ,114 30.23 ,74.46,0.172,14.18,,1.87,,,0.024,0.6,1.34,4.54,2.75,0.057,,,,,,,,,63.2,1.5,,198,940,7,8.15,143,4.07,9,4.6,0.43,3,,,,5,7,,39,,19,,,,,11.85,,,,,,,,29.69,45.47,4.29,14.45,2.53,0.64,1.82,0.27,1.36,0.28,0.76,0.12,0.75,0.13,9.32,3.05
Y30,Defeat,Yellowknife,Granodiorite,Defeat,Yamashita et al 1999,2620,,2.13,10.25,0.1261,0.51143,0.00009,0.2,3000,,,,,,,618984,6929167,11,618984,,62.4745,-114.692,62,28.47,,114,41.52,,62 28.47 ,114 41.52 ,70.72,0.419,15.28,,2.96,,,0.038,1.33,2.72,3.98,2.45,0.107,,,,,,,,,63.5,1.9,,208,428,8,10.21,172,3.74,48,6.2,0.5,6,,,,11,40,,53,,20,,,,,18.31,,,,,,,,15.27,24.96,2.53,9.62,2.31,0.7,2.05,0.33,1.9,0.37,0.98,0.15,0.85,0.13,4.4,1.48
Y31,Defeat,Yellowknife,Tonalite,Defeat,Yamashita et al 1999,2620,,4.08,10.89,0.2263,0.513092,0.00015,-1.2,,,,,,,,610125,6933378,11,610125,,62.515,-114.861,62,30.9,,114,51.66,,62 30.90 ,114 51.66 ,69.22,0.584,15.05,,4.19,,,0.089,1.33,3.11,4.26,2.05,0.121,,,,,,,,,228.2,8.1,,147,178,13,80.77,162,5.52,56,22.6,3.12,9,,,,11,9,,82,,24,,,,,21.52,,,,,,,,12.26,22.33,2.56,10.96,4.21,0.67,6.29,1.47,10.59,2.22,6.61,1.13,7.78,1.19,6.67,5.24
Y32,Stagg,Yellowknife,Granodiorite,Stagg,Yamashita et al 1999,2590,,5.73,39.45,0.088,0.510836,0.00008,1.1,2800,,,,,,,602370,6937292,11,602370,,62.55233333,-115.0091667,62,33.14,,115,0.55,,62 33.14 ,115 00.55 ,71.91,0.344,14.76,,2.29,,,0.035,0.73,1.94,3.85,4.01,0.115,,,,,,,,,154.4,1.6,,149,925,11,14.82,233,6.22,24,10.1,1.02,8,,,,11,12,,53,,20,,,,,24.93,,,,,,,,64.2,110.63,10.54,35.27,5.65,0.94,3.96,0.55,2.78,0.52,1.41,0.22,1.33,0.22,17.69,3.71
Y33,Stagg,Yellowknife,Monzogranite,Stagg,Yamashita et al 1999,2590,,7.91,53.28,0.0899,0.510894,0.00009,1.6,2800,,,,,,,593458,6941023,11,593458,,62.58816667,-115.1803333,62,35.29,,115,10.82,,62 35.29 ,115 10.82 ,73.24,0.293,14.4,,1.86,,,0.019,0.58,1.63,3.72,4.2,0.054,,,,,,,,,129.7,1.5,,151,593,3,13.37,179,4.08,13,6.5,0.69,3,,,,9,4,,38,,22,,,,,19.62,,,,,,,,72.27,139.17,14.71,54.25,9.17,1.45,5.16,0.64,2.96,0.48,1.19,0.17,0.99,0.17,25.04,2.57
Y34,Awry,Yellowknife,Monzogranite,Awry,Yamashita et al 1999,2580,,1.08,5.14,0.1271,0.511468,0.00018,0.4,3000,,,,,,,587576,6948702,11,587576,,62.6585,-115.2908333,62,39.51,,115,17.45,,62 39.51 ,115 17.45 ,75.18,0.115,13.75,,0.88,,,0.013,0.56,0.53,3.1,5.83,0.039,,,,,,,,,128.8,0.9,,131,686,2,4.53,111,3.71,7,3.5,0.36,3,,,,7,4,,14,,17,,,,,25.98,,,,,,,,8.6,15.09,1.53,5.53,1.3,0.7,1.06,0.16,0.85,0.15,0.4,0.07,0.46,0.09,3.6,1.66
Y35,Awry,Yellowknife,Monzogranite,Awry,Yamashita et al 1999,2580,,2.46,11.56,0.1285,0.511648,0.00007,3.5,2700,,,,,,,579090,6951627,11,579090,,62.68666667,-115.455,62,41.2,,115,27.3,,62 41.20 ,115 27.30 ,76.3,0.038,13.18,,0.5,,,0.005,0.32,0.11,2.65,6.86,0.037,,,,,,,,,168.9,1.1,,43,320,2,14.62,55,2.4,5,2.6,0.2,0,,,,8,10,,5,,15,,,,,32.51,,,,,,,,16.42,30.81,3.2,11.36,2.64,0.39,2.32,0.4,2.48,0.51,1.41,0.21,1.23,0.19,11.67,5.63
Y36,Awry,Yellowknife,Granodiorite,Awry,Yamashita et al 1999,2580,,4.25,23.13,0.1112,0.511257,0.00008,1.6,2800,,,,,,,569446,6955273,11,569446,,62.72133333,-115.6418333,62,43.28,,115,38.51,,62 43.28 ,115 38.51 ,72.05,0.234,15.19,,2.33,,,0.034,1.02,1.2,3.79,3.98,0.176,,,,,,,,,143.7,1.9,,150,381,6,18.27,120,3.41,28,11.1,0.89,7,,,,9,8,,49,,26,,,,,16.04,,,,,,,,33.36,57.84,5.87,20.92,4.41,0.66,3.39,0.58,3.44,0.63,1.52,0.22,1.35,0.21,12.13,7.37
Y37,Stagg,Yellowknife,Monzogranite,Stagg,Yamashita et al 1999,2590,,11.43,64.56,0.1071,0.511071,0.00012,0.7,3000,,,,,,,561157,6959121,11,561157,,62.75733333,-115.8025,62,45.44,,115,48.15,,62 45.44 ,115 48.15 ,73.12,0.376,13.81,,2.73,,,0.013,0.62,0.67,2.89,5.65,0.122,,,,,,,,,185.9,1.1,,81,349,5,29.01,217,5.66,23,14.4,0.94,6,,,,10,11,,31,,21,,,,,24.31,,,,,,,,82.13,160.84,17.23,63.31,12.39,1.08,8.67,1.26,6.37,1.11,2.54,0.33,1.78,0.24,55.56,19.74
Y38,Stagg,Yellowknife,Monzogranite,Stagg,Yamashita et al 1999,2590,,6.53,33.72,0.1172,0.51133,0.00006,1,2900,,,,,,,552764,6961706,11,552764,,62.78183333,-115.966,62,46.91,,115,57.96,,62 46.91 ,115 57.96 ,74.47,0.236,13.71,,1.9,,,0.015,0.65,0.94,3.7,4.3,0.082,,,,,,,,,194.6,1.5,,64,408,2,23.05,159,5.06,18,14.5,1.39,6,,,,12,9,,31,,21,,,,,29.67,,,,,,,,42.99,80.78,8.47,30.98,6.85,0.65,5.3,0.89,4.75,0.86,2.08,0.29,1.62,0.23,27.7,9.23
